,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance
10785,ENSG00000275074,NUDT18,8,22106874,22109419,-1,2545,145138636,0.152324336987706,3,2,0.0011787819253438114,0.0007858546168958742,0.6666666666666666,Predominantly Transcriptional,2,56.0
10786,ENSG00000069018,TRPC7,5,136212745,136365545,-1,152800,181538259,0.7507461278451503,7,11,4.581151832460733e-05,7.198952879581152e-05,1.5714285714285714,Predominantly Post-Transcriptional,7,0.5
10787,ENSG00000112514,CUTA,6,33416442,33418317,-1,1875,170805979,0.19564525607151023,1,1,0.0005333333333333334,0.0005333333333333334,1.0,Neutral,15,2383.0
10788,ENSG00000269352,PTOV1-AS2,19,49856970,49859289,-1,2319,58617616,0.8505656303047193,1,5,0.00043122035360068997,0.0021561017680034496,5.0,Predominantly Post-Transcriptional,3,14.0
10789,ENSG00000222019,URAHP,16,90039761,90047773,-1,8012,90338345,0.996739169839784,3,13,0.00037443834248627057,0.0016225661507738391,4.333333333333333,Predominantly Post-Transcriptional,5,7.0
10790,ENSG00000175318,GRAMD2A,15,72159806,72197787,-1,37981,101991189,0.707696392283455,10,3,0.0002632895395065954,7.898686185197862e-05,0.3,Predominantly Transcriptional,13,0.5
10791,ENSG00000039650,PNKP,19,49859882,49878351,-1,18469,58617616,0.8507530654266117,11,13,0.0005955926146515784,0.0007038821809518653,1.1818181818181819,Predominantly Post-Transcriptional,15,770.5
10792,ENSG00000003249,DBNDD1,16,90004871,90019890,-1,15019,90338345,0.9963917370857304,6,2,0.000399493974299221,0.00013316465809974033,0.3333333333333333,Predominantly Transcriptional,7,257.5
10793,ENSG00000051382,PIK3CB,3,138652698,138834928,-1,182230,198295559,0.6996818975658451,8,2,4.39005652197772e-05,1.09751413049443e-05,0.25,Predominantly Transcriptional,14,230.0
10794,ENSG00000168397,ATG4B,2,241637213,241673857,1,36644,242193529,0.9977786607172316,6,55,0.00016373758323327147,0.0015009278463049885,9.166666666666666,Predominantly Post-Transcriptional,25,629.0
10795,ENSG00000259843,HEATR3-AS1,16,50046429,50066224,-1,19795,90338345,0.5540983344337336,2,3,0.00010103561505430665,0.00015155342258145997,1.5,Predominantly Post-Transcriptional,1,0.0
10796,ENSG00000137817,PARP6,15,72241181,72272999,-1,31818,101991189,0.7084640419281709,2,3,6.285750204286881e-05,9.428625306430322e-05,1.5,Predominantly Post-Transcriptional,23,491.5
10797,ENSG00000226715,LINC01709,1,101639509,101787572,1,148063,248956422,0.4085596173132662,9,2,6.078493614204764e-05,1.3507763587121699e-05,0.2222222222222222,Predominantly Transcriptional,1,0.0
10798,ENSG00000070915,SLC12A3,16,56865207,56915850,1,50643,90338345,0.6297495100225713,7,1,0.00013822245917500937,1.974606559642991e-05,0.14285714285714285,Predominantly Transcriptional,6,2.0
10799,ENSG00000100583,SAMD15,14,77376689,77392163,1,15474,107043718,0.7229235628754973,1,4,6.462453147214683e-05,0.00025849812588858733,4.0,Predominantly Post-Transcriptional,2,85.5
10800,ENSG00000165555,NOXRED1,14,77394021,77423523,-1,29502,107043718,0.7231510026585586,2,3,6.779201410073893e-05,0.0001016880211511084,1.5,Predominantly Post-Transcriptional,3,4.5
10801,ENSG00000031698,SARS1,1,109213918,109238182,1,24264,248956422,0.4387356193607249,3,36,0.00012363996043521266,0.001483679525222552,12.0,Predominantly Post-Transcriptional,6,3800.5
10802,ENSG00000150175,FRMPD2B,10,46870762,46895113,1,24351,133797422,0.350402397887756,4,1,0.0001642643012607285,4.1066075315182127e-05,0.25,Predominantly Transcriptional,1,0.0
10803,ENSG00000243414,TICAM2,5,115578496,115602479,-1,23983,181538259,0.6367279720359111,4,1,0.00016678480590418213,4.169620147604553e-05,0.25,Predominantly Transcriptional,2,0.0
10804,ENSG00000205572,SERF1B,5,70025247,70043113,1,17866,181538259,0.3857819304083995,2,1,0.00011194447554013209,5.5972237770066045e-05,0.5,Predominantly Transcriptional,8,356.0
10805,ENSG00000107779,BMPR1A,10,86756601,86932825,1,176224,133797422,0.649076130928741,29,96,0.0001645632830942437,0.0005447612130016343,3.310344827586207,Predominantly Post-Transcriptional,2,879.0
10806,ENSG00000168476,REEP4,8,22138020,22141951,-1,3931,145138636,0.15254370655653673,2,1,0.0005087763927753752,0.0002543881963876876,0.5,Predominantly Transcriptional,7,438.5
10807,ENSG00000186815,TPCN1,12,113221050,113298585,1,77535,133275309,0.8498184573708247,8,42,0.00010317920938930805,0.0005416908492938673,5.25,Predominantly Post-Transcriptional,23,178.0
10808,ENSG00000168952,STXBP6,14,24809454,25050147,-1,240693,107043718,0.2328936341691719,37,1,0.00015372279210446502,4.154670056877433e-06,0.02702702702702703,Predominantly Transcriptional,7,179.0
10809,ENSG00000265458,NARF-AS2,17,82454140,82458521,-1,4381,83257441,0.9903779110866499,1,3,0.00022825838849577722,0.0006847751654873316,3.0,Predominantly Post-Transcriptional,2,11.0
10810,ENSG00000197283,SYNGAP1,6,33419661,33453689,1,34028,170805979,0.19575822342846674,9,22,0.0002644880686493476,0.0006465263900317386,2.4444444444444446,Predominantly Post-Transcriptional,8,146.0
10811,ENSG00000051596,THOC3,5,175917873,176034680,-1,116807,181538259,0.9693619266228614,11,1,9.417243829565009e-05,8.561130754150008e-06,0.09090909090909091,Predominantly Transcriptional,11,723.5
10812,ENSG00000109501,WFS1,4,6269849,6303265,1,33416,190214555,0.0330498210297314,3,27,8.977735216662677e-05,0.0008079961694996408,9.0,Predominantly Post-Transcriptional,6,928.0
10813,ENSG00000176171,BNIP3,10,131967684,131981967,-1,14283,133797422,0.9863779400772011,2,5,0.00014002660505496044,0.0003500665126374011,2.5,Predominantly Post-Transcriptional,2,540.5
10814,ENSG00000182185,RAD51B,14,67819779,68730218,1,910439,107043718,0.637823496564273,83,418,9.1164811700729e-05,0.0004591191721795749,5.036144578313253,Predominantly Post-Transcriptional,24,204.5
10815,ENSG00000162695,SLC30A7,1,100896076,100981757,1,85681,248956422,0.4054481330069887,11,69,0.00012838318880498595,0.00080531272977673,6.2727272727272725,Predominantly Post-Transcriptional,3,655.0
10816,ENSG00000144736,SHQ1,3,72749277,72861914,-1,112637,198295559,0.36715696441794743,11,6,9.765885099922761e-05,5.326846418139688e-05,0.5454545454545454,Predominantly Transcriptional,8,484.0
10817,ENSG00000135074,ADAM19,5,157395534,157575775,-1,180241,181538259,0.8675066917987795,20,4,0.00011096254459307261,2.2192508918614522e-05,0.2,Predominantly Transcriptional,5,1981.0
10818,ENSG00000214146,LINC02026,3,193957372,194003760,-1,46388,198295559,0.9782395883106993,9,4,0.00019401569371389153,8.622919720617402e-05,0.4444444444444444,Predominantly Transcriptional,2,47.0
10819,ENSG00000226419,SLC16A1-AS1,1,112956415,113047055,1,90640,248956422,0.45390166717611324,18,81,0.00019858781994704325,0.0008936451897616946,4.5,Predominantly Post-Transcriptional,4,69.0
10820,ENSG00000214279,SCART1,10,133453928,133523558,1,69630,133797422,0.9976929376113092,12,27,0.00017233950883239983,0.00038776389487289964,2.25,Predominantly Post-Transcriptional,6,14.0
10821,ENSG00000244541,LINC01213,3,150238519,150244232,1,5713,198295559,0.7576638441005126,3,1,0.0005251181515841065,0.00017503938386136881,0.3333333333333333,Predominantly Transcriptional,2,1.0
10822,ENSG00000273336,OR7M1P,10,133481238,133481770,1,532,133797422,0.9976388334298399,3,1,0.005639097744360902,0.0018796992481203006,0.3333333333333333,Predominantly Transcriptional,1,1.0
10823,ENSG00000172493,AFF1,4,86935002,87141039,1,206037,190214555,0.45757813065356645,43,105,0.00020870037905813035,0.0005096172046768299,2.441860465116279,Predominantly Post-Transcriptional,11,728.0
10824,ENSG00000130649,CYP2E1,10,133520406,133561220,1,40814,133797422,0.998082108039421,3,7,7.35041897388151e-05,0.00017150977605723527,2.3333333333333335,Predominantly Post-Transcriptional,10,16.0
10825,ENSG00000161217,PCYT1A,3,196214222,196287957,-1,73735,198295559,0.9896897867490819,6,1,8.137248253882146e-05,1.3562080423136908e-05,0.16666666666666666,Predominantly Transcriptional,16,787.0
10826,ENSG00000214756,CSKMT,11,62665309,62668496,1,3187,135086622,0.46390161788189505,1,10,0.00031377470975839345,0.0031377470975839346,10.0,Predominantly Post-Transcriptional,4,176.0
10827,ENSG00000051108,HERPUD1,16,56932142,56944864,1,12722,90338345,0.6302805635857066,3,27,0.00023581197924854583,0.0021223078132369126,9.0,Predominantly Post-Transcriptional,19,1093.5
10828,ENSG00000204922,UQCC3,11,62670273,62673686,1,3413,135086622,0.4639392011741918,3,7,0.0008789920890711983,0.0020509815411661296,2.3333333333333335,Predominantly Post-Transcriptional,2,214.5
10829,ENSG00000165355,FBXO33,14,39397684,39432466,-1,34782,107043718,0.3682147419431003,3,1,8.625150940141452e-05,2.8750503133804843e-05,0.3333333333333333,Predominantly Transcriptional,3,306.0
10830,ENSG00000168487,BMP1,8,22165140,22212326,1,47186,145138636,0.15287957508433522,13,14,0.00027550544653075063,0.00029669817318696225,1.0769230769230769,Predominantly Post-Transcriptional,18,754.0
10831,ENSG00000258777,HIF1A-AS1,14,61680723,61695892,-1,15169,107043718,0.5762907777549356,2,3,0.00013184784758388818,0.00019777177137583228,1.5,Predominantly Post-Transcriptional,1,2.5
10832,ENSG00000138675,FGF5,4,80266639,80336680,1,70041,190214555,0.4221635904781314,11,5,0.00015705087020459444,7.138675918390657e-05,0.45454545454545453,Predominantly Transcriptional,5,21.5
10833,ENSG00000104973,MED25,19,49818282,49840383,1,22101,58617616,0.85007436160488,4,29,0.00018098728564318358,0.0013121578209130808,7.25,Predominantly Post-Transcriptional,15,424.5
10834,ENSG00000113558,SKP1,5,134148935,134176964,-1,28029,181538259,0.7390340209222784,5,2,0.00017838667094794677,7.135466837917871e-05,0.4,Predominantly Transcriptional,13,1676.0
10835,ENSG00000128641,MYO1B,2,191245185,191425389,1,180204,242193529,0.7900099056734088,18,82,9.988679496570554e-05,0.0004550398437326585,4.555555555555555,Predominantly Post-Transcriptional,14,3142.5
10836,ENSG00000169894,MUC3A,7,100949534,100968347,1,18813,159345973,0.6335832566035415,1,1,5.315473342901185e-05,5.315473342901185e-05,1.0,Neutral,4,3.5
10837,ENSG00000259070,LINC00639,14,38738155,38948273,-1,210118,107043718,0.36287242937507086,12,1,5.711076633129956e-05,4.759230527608296e-06,0.08333333333333333,Predominantly Transcriptional,5,58.0
10838,ENSG00000203772,SPRN,10,133420666,133424625,-1,3959,133797422,0.9971989258507536,1,5,0.00025258903763576663,0.001262945188178833,5.0,Predominantly Post-Transcriptional,1,25.5
10839,ENSG00000169876,MUC17,7,101020072,101058859,1,38787,159345973,0.6340886035444397,3,1,7.734550235903782e-05,2.5781834119679275e-05,0.3333333333333333,Predominantly Transcriptional,4,0.5
10840,ENSG00000186001,LRCH3,3,197791226,197888436,1,97210,198295559,0.9977017740472948,9,60,9.258306758563933e-05,0.0006172204505709289,6.666666666666667,Predominantly Post-Transcriptional,19,697.5
10841,ENSG00000108187,PBLD,10,68282660,68333049,-1,50389,133797422,0.5105319181710392,7,9,0.00013891920855742325,0.00017861041100240133,1.2857142857142858,Predominantly Post-Transcriptional,7,66.0
10842,ENSG00000177752,YIPF7,4,44622088,44678556,-1,56468,190214555,0.23473662149565788,2,2,3.5418290004958563e-05,3.5418290004958563e-05,1.0,Neutral,5,0.5
10843,ENSG00000258743,LINC02301,14,82642605,82746664,1,104059,107043718,0.7725314109511779,2,2,1.9219865653139086e-05,1.9219865653139086e-05,1.0,Neutral,4,5.0
10844,ENSG00000110876,SELPLG,12,108621895,108633894,-1,11999,133275309,0.8150639103001442,5,1,0.00041670139178264854,8.33402783565297e-05,0.2,Predominantly Transcriptional,3,2.5
10845,ENSG00000123096,SSPN,12,26121991,26299290,1,177299,133275309,0.1966653890856858,31,14,0.00017484588181546426,7.896265630375806e-05,0.45161290322580644,Predominantly Transcriptional,8,70.5
10846,ENSG00000274259,SYNGAP1-AS1,6,33437363,33454453,-1,17090,170805979,0.19581227891325748,4,18,0.00023405500292568755,0.001053247513165594,4.5,Predominantly Post-Transcriptional,1,0.5
10847,ENSG00000056291,NPFFR2,4,72031902,72148305,1,116403,190214555,0.3789936238054969,3,5,2.5772531635782584e-05,4.295421939297097e-05,1.6666666666666667,Predominantly Post-Transcriptional,5,303.5
10848,ENSG00000169871,TRIM56,7,101085481,101097967,1,12486,159345973,0.6344165597457553,2,12,0.00016017940092904052,0.0009610764055742432,6.0,Predominantly Post-Transcriptional,4,625.0
10849,ENSG00000213588,ZBTB9,6,33453970,33457544,1,3574,170805979,0.19586994082917905,1,9,0.0002797985450475658,0.002518186905428092,9.0,Predominantly Post-Transcriptional,4,399.5
10850,ENSG00000234857,HNRNPUL2-BSCL2,11,62690275,62727384,-1,37109,135086622,0.4642119891042949,8,3,0.00021558112587242986,8.08429222021612e-05,0.375,Predominantly Transcriptional,1,5.0
10851,ENSG00000096746,HNRNPH3,10,68331174,68343193,1,12019,133797422,0.51075112269353,3,42,0.0002496047924120143,0.0034944670937682005,14.0,Predominantly Post-Transcriptional,11,1340.5
10852,ENSG00000259687,LINC01220,14,75294404,75298109,1,3705,107043718,0.7034159304892604,3,1,0.0008097165991902834,0.0002699055330634278,0.3333333333333333,Predominantly Transcriptional,2,33.0
10853,ENSG00000238059,HSPE1P21,6,133510386,133510693,-1,307,170805979,0.7816502693971854,1,1,0.003257328990228013,0.003257328990228013,1.0,Neutral,1,0.0
10854,ENSG00000197386,HTT,4,3041363,3243957,1,202594,190214555,0.016521658923524543,15,199,7.403970502581518e-05,0.0009822600866758147,13.266666666666667,Predominantly Post-Transcriptional,13,1601.5
10855,ENSG00000258511,LINC02295,14,98135986,98163151,1,27165,107043718,0.9169110559108196,1,1,3.6812074360390207e-05,3.6812074360390207e-05,1.0,Neutral,1,0.0
10856,ENSG00000214753,HNRNPUL2,11,62712630,62727457,-1,14827,135086622,0.4642950025058736,4,2,0.00026977810750657583,0.00013488905375328792,0.5,Predominantly Transcriptional,2,192.0
10857,ENSG00000087237,CETP,16,56961923,56983845,1,21922,90338345,0.6306611439472353,3,3,0.0001368488276617097,0.0001368488276617097,1.0,Neutral,4,1.5
10858,ENSG00000233429,HOTAIRM1,7,27095647,27100265,1,4618,159345973,0.17005736316913386,2,19,0.00043308791684711995,0.00411433521004764,9.5,Predominantly Post-Transcriptional,6,13.5
10859,ENSG00000110880,CORO1C,12,108645109,108731526,-1,86417,133275309,0.8155172800987466,22,1,0.000254579538748163,1.1571797215825589e-05,0.045454545454545456,Predominantly Transcriptional,19,2830.0
10860,ENSG00000120253,NUP43,6,149724315,149749665,-1,25350,170805979,0.8766495814528834,3,1,0.00011834319526627219,3.944773175542406e-05,0.3333333333333333,Predominantly Transcriptional,6,1260.5
10861,ENSG00000134247,PTGFRN,1,116909916,116990353,1,80437,248956422,0.469761468936921,11,63,0.00013675298680955282,0.0007832216517274389,5.7272727272727275,Predominantly Post-Transcriptional,3,926.0
10862,ENSG00000145868,FBXO38,5,148383935,148442836,1,58901,181538259,0.8175322729078283,8,58,0.0001358211235802448,0.0009847031459567748,7.25,Predominantly Post-Transcriptional,20,438.0
10863,ENSG00000253552,HOXA-AS2,7,27107777,27134302,1,26525,159345973,0.1702022272003071,8,19,0.00030160226201696513,0.0007163053722902922,2.375,Predominantly Post-Transcriptional,11,10.5
10864,ENSG00000150768,DLAT,11,112025408,112064404,1,38996,135086622,0.8294300674718182,2,36,5.1287311519130165e-05,0.000923171607344343,18.0,Predominantly Post-Transcriptional,5,1191.5
10865,ENSG00000132507,EIF5A,17,7306999,7312463,1,5464,83257441,0.08779672918364137,3,18,0.0005490483162518302,0.003294289897510981,6.0,Predominantly Post-Transcriptional,11,4871.0
10866,ENSG00000197576,HOXA4,7,27128507,27130780,-1,2273,159345973,0.17025622291691048,3,1,0.0013198416190057193,0.0004399472063352398,0.3333333333333333,Predominantly Transcriptional,4,8.0
10867,ENSG00000215256,DHRS4-AS1,14,23938219,24052555,-1,114336,107043718,0.2241643643207535,12,22,0.00010495382031905961,0.0001924153372516093,1.8333333333333333,Predominantly Post-Transcriptional,6,92.5
10868,ENSG00000224761,CCNYL4,10,38164648,38212417,1,47769,133797422,0.28542054046452403,3,1,6.280223575959304e-05,2.0934078586531013e-05,0.3333333333333333,Predominantly Transcriptional,2,0.0
10869,ENSG00000254369,HOXA-AS3,7,27129977,27155928,1,25951,159345973,0.17033974557988987,9,33,0.000346807444799815,0.0012716272975993217,3.6666666666666665,Predominantly Post-Transcriptional,5,6.5
10870,ENSG00000075407,ZNF37A,10,38094334,38150293,1,55959,133797422,0.28492562061472304,1,48,1.787022641576869e-05,0.000857770867956897,48.0,Predominantly Post-Transcriptional,5,867.0
10871,ENSG00000106004,HOXA5,7,27141052,27143681,-1,2629,159345973,0.17033606804735504,1,8,0.0003803727653100038,0.0030429821224800305,8.0,Predominantly Post-Transcriptional,2,17.5
10872,ENSG00000140488,CELF6,15,72284727,72320157,-1,35430,101991189,0.7089087077904347,6,1,0.00016934801016088062,2.8224668360146768e-05,0.16666666666666666,Predominantly Transcriptional,6,0.0
10873,ENSG00000162664,ZNF326,1,89995110,90035533,1,40423,248956422,0.36157059447134887,4,70,9.895356603913614e-05,0.0017316874056848824,17.5,Predominantly Post-Transcriptional,4,179.0
10874,ENSG00000257556,LINC02298,14,105092739,105100131,1,7392,107043718,0.9818085261201409,4,2,0.0005411255411255411,0.00027056277056277056,0.5,Predominantly Transcriptional,3,5.5
10875,ENSG00000106006,HOXA6,7,27145396,27150603,-1,5207,159345973,0.17037141879951995,1,7,0.00019204916458613405,0.0013443441521029385,7.0,Predominantly Post-Transcriptional,2,13.0
10876,ENSG00000120265,PCMT1,6,149749443,149811420,1,61977,170805979,0.8769039138846539,7,52,0.00011294512480436291,0.0008390209271181245,7.428571428571429,Predominantly Post-Transcriptional,11,1135.0
10877,ENSG00000258733,LINC02328,14,85911438,86161539,1,250101,107043718,0.8037509356691067,4,1,1.5993538610401397e-05,3.998384652600349e-06,0.25,Predominantly Transcriptional,3,17.5
10878,ENSG00000122592,HOXA7,7,27153716,27157936,-1,4220,159345973,0.17042053519607928,3,5,0.0007109004739336493,0.001184834123222749,1.6666666666666667,Predominantly Post-Transcriptional,3,19.0
10879,ENSG00000078399,HOXA9,7,27162438,27175180,-1,12742,159345973,0.1705020119962492,6,15,0.00047088369172814315,0.0011772092293203579,2.5,Predominantly Post-Transcriptional,6,80.5
10880,ENSG00000075073,TACR2,10,69403903,69416918,-1,13015,133797422,0.5187724057941864,6,2,0.0004610065309258548,0.0001536688436419516,0.3333333333333333,Predominantly Transcriptional,3,5.0
10881,ENSG00000178078,STAP2,19,4324043,4342786,-1,18743,58617616,0.07392682943639332,5,2,0.00026676625940351065,0.00010670650376140426,0.4,Predominantly Transcriptional,10,6.0
10882,ENSG00000253187,HOXA10-AS,7,27168619,27171915,1,3296,159345973,0.1705111618980167,2,2,0.0006067961165048543,0.0006067961165048543,1.0,Neutral,3,0.5
10883,ENSG00000005073,HOXA11,7,27181157,27185232,-1,4075,159345973,0.17059229039945678,2,9,0.00049079754601227,0.0022085889570552146,4.5,Predominantly Post-Transcriptional,2,129.5
10884,ENSG00000108175,ZMIZ1,10,79068966,79316519,1,247553,133797422,0.5918854139058075,51,123,0.00020601648939822987,0.0004968632979604368,2.411764705882353,Predominantly Post-Transcriptional,5,467.5
10885,ENSG00000240990,HOXA11-AS,7,27184507,27189298,1,4791,159345973,0.17061556052000135,3,22,0.0006261740763932373,0.00459194322688374,7.333333333333333,Predominantly Post-Transcriptional,5,16.5
10886,ENSG00000134253,TRIM45,1,117111060,117122587,-1,11527,248956422,0.4704310198513377,1,12,8.675284115554784e-05,0.0010410340938665742,12.0,Predominantly Post-Transcriptional,5,95.0
10887,ENSG00000174013,FBXO45,3,196568611,196589059,1,20448,198295559,0.9913425998612505,2,18,9.780907668231612e-05,0.0008802816901408451,9.0,Predominantly Post-Transcriptional,2,648.5
10888,ENSG00000120256,LRP11,6,149818757,149864359,-1,45602,170805979,0.8772617848465363,12,3,0.0002631463532301215,6.578658830753037e-05,0.25,Predominantly Transcriptional,3,91.0
10889,ENSG00000140848,CPNE2,16,57092583,57148369,1,55786,90338345,0.6322949130848036,7,20,0.00012547951098842004,0.00035851288853834296,2.857142857142857,Predominantly Post-Transcriptional,10,489.5
10890,ENSG00000163915,IGF2BP2-AS1,3,185712528,185729787,1,17259,198295559,0.9365875788473911,5,1,0.0002897039225911119,5.7940784518222376e-05,0.2,Predominantly Transcriptional,5,6.5
10891,ENSG00000268592,RAET1E-AS1,6,149863494,149919507,1,56013,170805979,0.8775541780068483,10,13,0.00017852998411083142,0.00023208897934408083,1.3,Predominantly Post-Transcriptional,1,5.0
10892,ENSG00000243766,HOTTIP,7,27198575,27207259,1,8684,159345973,0.17071606196160352,3,1,0.0003454629203132197,0.00011515430677107324,0.3333333333333333,Predominantly Transcriptional,5,1.0
10893,ENSG00000260339,HEXA-AS1,15,72376113,72378788,1,2675,101991189,0.7096441487705374,1,4,0.00037383177570093456,0.0014953271028037382,4.0,Predominantly Post-Transcriptional,1,4.0
10894,ENSG00000223701,RAET1E-AS1,6,149884431,149919508,1,35077,170805979,0.8776154697722848,8,3,0.00022806967528579981,8.552612823217493e-05,0.375,Predominantly Transcriptional,2,0.5
10895,ENSG00000179361,ARID3B,15,74541206,74598131,1,56925,101991189,0.7311383388225821,9,35,0.00015810276679841898,0.0006148440931049627,3.888888888888889,Predominantly Post-Transcriptional,6,85.0
10896,ENSG00000179571,NBPF17P,1,143595216,143635641,-1,40425,248956422,0.5768697483128192,1,1,2.4737167594310453e-05,2.4737167594310453e-05,1.0,Neutral,1,1.5
10897,ENSG00000132522,GPS2,17,7311324,7315564,-1,4240,83257441,0.08784132579813497,2,12,0.0004716981132075472,0.002830188679245283,6.0,Predominantly Post-Transcriptional,16,12.5
10898,ENSG00000277149,TYW1B,7,72558744,72828200,-1,269456,159345973,0.4561989903566625,23,4,8.53571640638917e-05,1.4844724185024643e-05,0.17391304347826086,Predominantly Transcriptional,3,258.0
10899,ENSG00000131015,ULBP2,6,149942014,149949235,1,7221,170805979,0.8778710521602994,2,2,0.0002769699487605595,0.0002769699487605595,1.0,Neutral,1,74.0
10900,ENSG00000176871,WSB2,12,118032687,118062430,-1,29743,133275309,0.8857421482324231,10,18,0.0003362135628551256,0.000605184413139226,1.8,Predominantly Post-Transcriptional,12,1962.0
10901,ENSG00000172661,WASHC2C,10,45727200,45792964,1,65764,133797422,0.3420101920947326,3,15,4.561766315917523e-05,0.00022808831579587617,5.0,Predominantly Post-Transcriptional,10,1417.5
10902,ENSG00000112319,EYA4,6,133240514,133532128,1,291614,170805979,0.780923020264999,62,158,0.00021260981983032363,0.0005418121215030828,2.5483870967741935,Predominantly Post-Transcriptional,14,0.0
10903,ENSG00000204673,AKT1S1,19,49869033,49878459,-1,9426,58617616,0.8508320433911881,6,5,0.0006365372374283895,0.0005304476978569913,0.8333333333333334,Predominantly Transcriptional,9,1029.5
10904,ENSG00000173218,VANGL1,1,115641970,115698224,1,56254,248956422,0.46461985624134655,13,41,0.00023109467771180716,0.0007288370604756995,3.1538461538461537,Predominantly Post-Transcriptional,6,1064.5
10905,ENSG00000168003,SLC3A2,11,62856004,62888880,1,32876,135086622,0.46542315640996634,8,49,0.0002433386056697895,0.0014904489597274608,6.125,Predominantly Post-Transcriptional,23,3441.0
10906,ENSG00000233369,GTF2IP4,7,73154938,73207283,1,52345,159345973,0.4592592402695988,6,4,0.00011462412837902378,7.641608558601586e-05,0.6666666666666666,Predominantly Transcriptional,2,3732.0
10907,ENSG00000163864,NMNAT3,3,139560180,139678017,-1,117837,198295559,0.7040959424613236,7,2,5.9404092093315344e-05,1.697259774094724e-05,0.2857142857142857,Predominantly Transcriptional,15,11.0
10908,ENSG00000214544,GTF2IRD2P1,7,73242751,73280119,-1,37368,159345973,0.45976332894211264,3,1,8.028259473346178e-05,2.676086491115393e-05,0.3333333333333333,Predominantly Transcriptional,3,83.0
10909,ENSG00000273540,AGBL1,15,86079871,87049169,1,969298,101991189,0.8487450813030526,14,8,1.4443442573904e-05,8.253395756516571e-06,0.5714285714285714,Predominantly Transcriptional,1,0.0
10910,ENSG00000172572,PDE3A,12,20368537,20688583,1,320046,133275309,0.15403123169648775,14,31,4.374371184142279e-05,9.686107622029333e-05,2.2142857142857144,Predominantly Post-Transcriptional,3,7.0
10911,ENSG00000232650,LINC01780,1,119327399,119356182,1,28783,248956422,0.47936819440632866,4,3,0.0001389709203349199,0.00010422819025118994,0.75,Predominantly Transcriptional,2,0.5
10912,ENSG00000215218,UBE2QL1,5,6448859,6496723,1,47864,181538259,0.03565524444078755,15,6,0.0003133879324753468,0.00012535517299013872,0.4,Predominantly Transcriptional,1,16.0
10913,ENSG00000183508,TENT5C,1,117606048,117628389,1,22341,248956422,0.4724409900942423,2,17,8.952150754218702e-05,0.0007609328141085895,8.5,Predominantly Post-Transcriptional,1,156.0
10914,ENSG00000159905,ZNF221,19,43951223,43967709,1,16486,58617616,0.7499360942962948,1,4,6.0657527599175054e-05,0.00024263011039670022,4.0,Predominantly Post-Transcriptional,5,157.5
10915,ENSG00000174827,PDZK1,1,145670852,145708148,-1,37296,248956422,0.5852008107667935,3,9,8.043758043758043e-05,0.00024131274131274132,3.0,Predominantly Post-Transcriptional,7,27.5
10916,ENSG00000130733,YIPF2,19,10922185,10928681,-1,6496,58617616,0.18638480623299317,3,9,0.00046182266009852215,0.0013854679802955665,3.0,Predominantly Post-Transcriptional,12,169.0
10917,ENSG00000151376,ME3,11,86441108,86672636,-1,231528,135086622,0.6407508805720229,27,5,0.00011661656473515082,2.1595660136139043e-05,0.18518518518518517,Predominantly Transcriptional,12,16.5
10918,ENSG00000128872,TMOD2,15,51751597,51816363,1,64766,101991189,0.5077299373380185,8,14,0.00012352160083994689,0.00021616280146990704,1.75,Predominantly Post-Transcriptional,6,34.5
10919,ENSG00000109790,KLHL5,4,39045039,39126857,1,81818,190214555,0.20548347627761715,5,29,6.111124691388203e-05,0.0003544452321005158,5.8,Predominantly Post-Transcriptional,7,1406.5
10920,ENSG00000215837,SDHAP2,3,195658096,195685904,1,27808,198295559,0.9867694515538797,3,10,0.00010788262370540851,0.00035960874568469507,3.3333333333333335,Predominantly Post-Transcriptional,1,0.0
10921,ENSG00000214900,LINC01588,14,49927571,50105102,-1,177531,107043718,0.467251487845368,26,10,0.00014645329548078928,5.6328190569534335e-05,0.38461538461538464,Predominantly Transcriptional,5,42.0
10922,ENSG00000113916,BCL6,3,187721377,187745725,-1,24348,198295559,0.9467360335588756,11,3,0.00045178248726794807,0.0001232134056185313,0.2727272727272727,Predominantly Transcriptional,11,247.0
10923,ENSG00000123066,MED13L,12,115957905,116277693,-1,319788,133275309,0.8712626507585137,66,6,0.00020638673120942623,1.8762430109947842e-05,0.09090909090909091,Predominantly Transcriptional,10,1549.5
10924,ENSG00000146755,TRIM50,7,73312536,73328082,-1,15546,159345973,0.46013280172445903,4,1,0.00025730091341824265,6.432522835456066e-05,0.25,Predominantly Transcriptional,4,4.5
10925,ENSG00000168490,PHYHIP,8,22219703,22232101,-1,12398,145138636,0.15313566816212879,2,1,0.00016131634134537829,8.065817067268914e-05,0.5,Predominantly Transcriptional,5,55.5
10926,ENSG00000215041,NEURL4,17,7315628,7329393,-1,13765,83257441,0.08795022297166208,4,2,0.00029059208136578276,0.00014529604068289138,0.5,Predominantly Transcriptional,14,278.5
